iter	Logloss
490	0.3423564119
491	0.3422216831
492	0.3421569777
493	0.3420549478
494	0.3418983294
495	0.3417585695
496	0.3416169774
497	0.3415729062
498	0.3414613658
499	0.3413188113
500	0.3411368914
501	0.3410590922
502	0.3408880784
503	0.340755859
504	0.3405574654
505	0.3404395681
506	0.3403328614
507	0.3401669807
508	0.3400018309
509	0.339913825
510	0.3398124188
511	0.3397656861
512	0.3396559692
513	0.339577042
514	0.3393947264
515	0.3392316868
516	0.339114228
517	0.3390465466
518	0.3389278575
519	0.3387638784
520	0.3386492771
521	0.3384624172
522	0.3382878728
523	0.3381627342
524	0.3380873761
525	0.3380128905
526	0.3379285829
527	0.3377917004
528	0.3377280557
529	0.3376680706
530	0.3375074285
531	0.3373585553
532	0.3372040361
533	0.337026754
534	0.3368606636
535	0.3367139358
536	0.3365811278
537	0.3365315741
538	0.3363843988
539	0.3362729475
540	0.3361597916
541	0.3360983714
542	0.335969002
543	0.3358488285
544	0.3357386374
545	0.3356336146
546	0.3354576224
547	0.3352920886
548	0.3351412957
549	0.3350979647
550	0.334994399
551	0.3349435228
552	0.3348028121
553	0.3346884435
554	0.334532131
555	0.3343913251
556	0.3343337108
557	0.3342086663
558	0.3341259772
559	0.3340326142
560	0.3339181674
561	0.3338628232
562	0.3337108234
563	0.3335896048
564	0.3334515908
565	0.3333084927
566	0.3332098151
567	0.3330761339
568	0.3329481668
569	0.3328465713
570	0.3327898318
571	0.332652578
572	0.3324961707
573	0.3323545826
574	0.3322195801
575	0.332076884
576	0.3320150651
577	0.3319840167
578	0.33181709
579	0.3316704329
580	0.3315398765
581	0.3314329063
582	0.3313025847
583	0.3312022407
584	0.3310848158
585	0.3310301339
586	0.33088872
587	0.3307358981
588	0.3306043322
589	0.3305531461
590	0.3305053265
591	0.3303512738
592	0.3302550752
593	0.3301087531
594	0.3300096089
595	0.3299168987
596	0.3298120187
597	0.3297485441
598	0.3296423342
599	0.3295179175
600	0.3294063325
601	0.3293564507
602	0.3292991615
603	0.3291554012
604	0.329050925
605	0.3289221992
606	0.3288160155
607	0.3287222673
608	0.3286067551
609	0.3284784951
610	0.3283705032
611	0.3282558811
612	0.328131164
613	0.3280780129
614	0.3280271549
615	0.3279334173
616	0.3277963449
617	0.3276598585
618	0.3275337543
619	0.3274306427
620	0.3273143511
621	0.3272002349
622	0.3270795898
623	0.3269568411
624	0.3268095039
625	0.3266890233
626	0.3264997093
627	0.326338496
628	0.3262339016
629	0.3260934084
630	0.3259769946
631	0.3258372944
632	0.3257064304
633	0.3255945181
634	0.3254706319
635	0.3253904804
636	0.325276353
637	0.3251201674
638	0.3249402794
639	0.3248793119
640	0.3247683216
641	0.3246645222
642	0.3245686484
643	0.3244300598
644	0.3243595407
645	0.3242342808
646	0.3241274096
647	0.3240026726
648	0.3239374924
649	0.3238102182
650	0.3237350718
651	0.323627433
652	0.3235570115
653	0.3234087822
654	0.3232964408
655	0.3232351611
656	0.3231122372
657	0.323053106
658	0.322952411
659	0.3228377421
660	0.3226987817
661	0.3225813683
662	0.3224632612
663	0.3223445163
664	0.3222411026
665	0.322140073
666	0.3220251514
667	0.321917333
668	0.3218543284
669	0.3217862036
670	0.321704955
671	0.3215942126
672	0.3215260978
673	0.321373494
674	0.3212821414
675	0.3212166165
676	0.3211209132
677	0.3210221563
678	0.3209224934
679	0.3207978028
680	0.3206493627
681	0.3205409759
682	0.3204166089
683	0.3203051978
684	0.3201936612
685	0.3200693846
686	0.3199707118
687	0.3198913032
688	0.3197481682
689	0.3196938477
690	0.3195671192
691	0.3195283295
692	0.3194140809
693	0.3192830921
694	0.3191621496
695	0.3190012828
696	0.3189349453
697	0.3188454727
698	0.3187389311
699	0.3186198196
700	0.318519867
701	0.3184397064
702	0.3182860556
703	0.3182229368
704	0.3180668115
705	0.3179369959
706	0.3177602947
707	0.3176616412
708	0.3175788095
709	0.3175375355
710	0.3174290381
711	0.3173116463
712	0.3171994559
713	0.3171168286
714	0.3169909921
715	0.3168956979
716	0.3168204717
717	0.3167147607
718	0.3165515416
719	0.3164281609
720	0.3163351598
721	0.3162201539
722	0.3161806018
723	0.3160234685
724	0.3158464864
725	0.3157830522
726	0.3157227153
727	0.3156237119
728	0.3155239102
729	0.3154250696
730	0.3153621006
731	0.315254419
732	0.3151515691
733	0.3150533471
734	0.3149078222
735	0.314813395
736	0.3147446379
737	0.3146438618
738	0.314592064
739	0.3144993604
740	0.314414813
741	0.3143234157
742	0.3142090698
743	0.3140775784
744	0.3139098934
745	0.3137761921
746	0.3136758781
747	0.3136064748
748	0.3134683904
749	0.313375993
750	0.313323145
751	0.3132519498
752	0.3131429999
753	0.31306813
754	0.312970824
755	0.3129363652
756	0.3127956896
757	0.3126790346
758	0.3126306084
759	0.3125259687
760	0.3125107576
761	0.3123888305
762	0.3123508385
763	0.3122551746
764	0.3121621359
765	0.3120834932
766	0.311981053
767	0.3118637769
768	0.3117197883
769	0.3116378541
770	0.3114923321
771	0.3113386015
772	0.3111784855
773	0.3110903697
774	0.3109794771
775	0.3108576122
776	0.3107790103
777	0.3106718949
778	0.3105848045
779	0.310548005
780	0.3104457173
781	0.3102904463
782	0.3101419147
783	0.3100979484
784	0.3099711503
785	0.3098564495
786	0.3097834135
787	0.3097064315
788	0.3096360328
789	0.3095482655
790	0.3094542259
791	0.309358839
792	0.3092783217
793	0.3091368401
794	0.3090160426
795	0.3089024495
796	0.3088226538
797	0.3087090333
798	0.3086595436
799	0.3086268204
800	0.3085985453
801	0.3085092122
802	0.3083554536
803	0.3082754063
804	0.3081756627
805	0.3080786656
806	0.30804297
807	0.3079489532
808	0.3079129648
809	0.3078644723
810	0.3077276165
811	0.3076009006
812	0.307503356
813	0.3074692419
814	0.3073703335
815	0.3072672951
816	0.3071604132
817	0.3071148057
818	0.3070294822
819	0.3069423516
820	0.3068579578
821	0.3068165211
822	0.3067722739
823	0.3066956488
824	0.3065560568
825	0.3064925905
826	0.306468738
827	0.3063616658
828	0.3062838511
829	0.3062407766
830	0.3061649393
831	0.3061236005
832	0.30600903
833	0.3059698983
834	0.3058534794
835	0.3057728909
836	0.3056901723
837	0.3055966107
838	0.3055003926
839	0.3053702164
840	0.3052599323
841	0.3051143635
842	0.3050024605
843	0.3049028814
844	0.3047545911
845	0.3047362407
846	0.3046510578
847	0.3045406402
848	0.3044541245
849	0.3043302316
850	0.3042119722
851	0.3040254205
852	0.3039900615
853	0.3039108998
854	0.3038001715
855	0.3037680281
856	0.303662848
857	0.3036315072
858	0.303527647
859	0.3034265116
860	0.303361707
861	0.3032767767
862	0.3032039286
863	0.3031771918
864	0.3030744915
865	0.3030102715
866	0.3029950181
867	0.3029068594
868	0.3028349668
869	0.3027600595
870	0.3026784013
871	0.302573942
872	0.302498632
873	0.302387625
874	0.3022600927
875	0.302177737
876	0.3020895798
877	0.3020281346
878	0.3018900795
879	0.3018073809
880	0.3017239641
881	0.3016037996
882	0.301536611
883	0.3014291406
884	0.3013621672
885	0.3012893417
886	0.3011700959
887	0.3011058641
888	0.3010178121
889	0.3009546114
890	0.3008738594
891	0.3007713341
892	0.3006899094
893	0.3005548262
894	0.3004340964
895	0.3003102885
896	0.3002681259
897	0.3002295807
898	0.3001341721
899	0.3000144695
900	0.2999309054
901	0.2998620768
902	0.2997471122
903	0.2997020872
904	0.2995880783
905	0.2995224217
906	0.2994087001
907	0.2992795164
908	0.2992362681
909	0.29906302
910	0.2990328481
911	0.2989121052
912	0.298881382
913	0.2988170218
914	0.2987531267
915	0.2987221002
916	0.2986926508
917	0.2986465701
918	0.298577901
919	0.2985127968
920	0.2983188245
921	0.298269161
922	0.2981661358
923	0.298026142
924	0.2979487483
925	0.2978925963
926	0.2977532273
927	0.2977178697
928	0.2975537225
929	0.2974765255
930	0.297355726
931	0.2973048231
932	0.2972379302
933	0.2971267369
934	0.297009093
935	0.2968764842
936	0.2967011704
937	0.2965970524
938	0.2965459011
939	0.2964678164
940	0.2963806308
941	0.2962509189
942	0.2961392125
943	0.2960874812
944	0.2959968506
945	0.2958731624
946	0.2957398984
947	0.295681292
948	0.2955786043
949	0.2954105381
950	0.2953576472
951	0.2952487819
952	0.2951349375
953	0.2950798216
954	0.2950123663
955	0.2949469175
956	0.2948820539
957	0.2948495985
958	0.2948213636
959	0.2946593534
960	0.2946321586
961	0.2945165701
962	0.2943487472
963	0.2942370875
964	0.294183967
965	0.2941124959
966	0.294072799
967	0.2940380833
968	0.293935415
969	0.2938357523
970	0.2938074352
971	0.2936965898
972	0.2936756331
973	0.2935861381
974	0.2934916497
975	0.2933711895
976	0.2932865825
977	0.2931974868
978	0.2931355836
979	0.2931078514
980	0.2930230162
981	0.2929807334
982	0.2929227509
983	0.2928623429
984	0.2927513556
985	0.2927016907
986	0.2925957403
987	0.2924730564
988	0.2923969044
989	0.2923021831
990	0.2922035584
991	0.2920870124
992	0.2920268709
993	0.2918805265
994	0.2918361897
995	0.2917384461
996	0.2916589307
997	0.2915679266
998	0.2914781331
999	0.2914162516
